player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Dorsey Benefield,191741,LB,HARVARD,5,6,0,77.8,0,0,179,0,0,91.3,89.2,81.1,57.3,76.1,77.5,1,1,1,1,27,7.4,2,2,0,65.5,14,1,0,161,4,92,191,8,0,0,8,0,0,183,23,76,18,13,19,1,18,3,0,95,54,6.8
Xaden Benson,191742,S,HARVARD,11,10,0,63.4,0,0,179,0,0,66.8,66.2,86.9,90.4,53.9,59.9,1,1,0,2,64,15.9,7,2,0,86.0,26,0,0,124,95,300,524,3,0,0,3,0,93,521,5,219,209,6,27,2,41,2,3,266,83,10.2
Griffin Egan,191747,DI,HARVARD,5,1,0,,0,0,179,0,0,,65.5,77.0,62.8,64.6,73.4,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,58,58,13,45,0,0,0,0,35,23,0,2,1,0,0,3,0,0,0,
Omari Gayles,191750,S,HARVARD,8,4,0,70.0,0,0,179,0,0,59.0,60.7,83.4,54.4,66.6,78.1,0,0,0,0,30,5.9,1,0,0,147.1,7,0,0,38,3,107,175,4,0,0,4,0,42,171,5,63,87,3,12,0,10,0,2,113,45,16.1
Chris Gorman,191752,DI,HARVARD,7,3,0,,0,0,179,0,0,60.0,63.9,78.4,59.2,64.9,49.6,0,0,0,0,,12.5,1,0,0,0.0,0,0,0,0,0,0,79,79,15,54,1,9,0,0,45,34,0,3,4,1,0,0,0,0,0,
Kennard McGuire Jr.,191755,CB,HARVARD,7,1,0,50.0,0,0,179,0,0,62.4,64.0,76.8,,67.3,78.8,0,0,0,0,32,0.0,0,0,0,131.3,2,0,0,1,56,31,61,0,0,0,0,0,0,61,0,30,4,0,2,0,4,0,1,46,0,23.0
Christian Nwosu,191757,ED,HARVARD,11,3,0,,1,0,179,1,0,69.1,63.3,0.0,69.5,58.2,64.7,1,18,0,0,,7.7,1,0,4,0.0,0,3,0,0,0,1,255,255,0,6,190,59,0,0,156,98,0,10,9,3,0,22,0,0,0,
Cristopher Ramirez,191759,CB,HARVARD,1,0,0,,0,0,179,0,0,65.7,66.3,76.4,,60.0,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,7,11,0,0,0,0,0,0,11,0,4,11,0,1,0,0,0,0,0,0,
DJ Thomas,191765,CB,HARVARD,8,1,0,55.6,0,0,179,0,0,63.1,65.0,79.0,75.5,59.5,71.6,1,0,0,0,21,9.1,1,0,0,103.9,5,0,0,7,94,68,114,0,0,0,0,0,1,114,2,44,12,6,9,0,9,1,1,40,4,8.0
Trey Thomas,191766,CB,HARVARD,6,0,0,20.0,0,0,179,0,0,56.3,57.3,77.8,58.3,64.3,29.1,0,0,0,0,8,50.0,2,1,1,39.6,1,0,0,0,67,39,70,0,0,0,0,0,0,70,1,30,3,1,2,0,5,0,0,8,0,8.0
Cam Walker,191768,ED,HARVARD,5,2,0,,0,0,179,0,0,,62.0,8.0,61.7,66.3,58.4,1,4,0,0,,16.7,1,0,1,0.0,0,0,0,0,0,0,71,71,0,0,58,13,0,0,47,24,0,2,3,0,0,5,0,0,0,
CJ Dale Jr.,191773,CB,HOWARD,9,2,0,50.0,0,0,184,0,0,60.8,60.1,80.4,39.5,64.8,30.1,0,1,0,1,34,36.4,4,1,1,77.8,6,0,0,4,121,67,140,2,0,0,2,0,4,138,0,73,9,2,5,0,12,1,2,84,26,14.0
Makai Frisby,191794,CB,NORFOLK,12,2,0,54.5,0,1,244,0,0,69.3,68.7,31.2,58.7,68.0,55.8,0,0,0,3,47,14.3,3,4,2,92.6,18,0,0,27,392,229,449,2,0,0,2,0,4,447,1,219,23,5,16,0,33,0,5,343,88,19.1
Jordan Harris,191797,DI,NORFOLK,11,5,0,,0,0,244,0,0,60.4,76.6,21.6,75.9,74.8,69.6,0,11,0,0,,6.7,1,0,2,0.0,0,1,0,24,0,2,266,241,25,185,18,13,0,25,155,109,0,8,9,1,0,12,0,0,0,
Amir Mateo,191806,S,NORFOLK,1,1,0,,0,0,244,0,0,64.7,71.7,70.8,,75.1,82.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,10,18,0,0,0,0,0,11,18,0,8,0,1,3,0,0,0,0,0,0,
Sofiyan Oumarou,191807,CB,NORFOLK,1,0,0,100.0,0,0,244,0,0,54.3,55.2,71.9,,60.7,,0,0,0,0,9,,0,0,0,143.8,1,0,0,0,14,6,14,0,0,0,0,0,0,14,0,8,0,0,0,0,1,0,1,9,0,9.0
Dawson Rivers,191810,DI,NORFOLK,1,2,0,,0,0,244,0,0,,53.3,74.6,62.5,49.8,73.8,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,27,27,2,25,0,0,0,0,12,15,0,1,0,0,0,1,0,0,0,
Princeton Toxey,191816,LB,NORFOLK,3,0,0,100.0,0,0,244,0,0,43.4,32.1,69.2,59.6,39.2,20.5,0,0,0,0,24,75.0,3,0,0,118.8,2,0,0,21,0,8,22,0,0,0,0,0,0,22,1,13,1,1,1,1,2,0,0,32,6,16.0
Ty Ingram-Eiser,191821,CB,YALE,1,0,0,,0,0,352,0,0,61.1,68.5,68.9,,64.6,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,1,3,1,1,0,0,0,0,0,0,
Kameron Armstrong,191828,CB,BUTLER,11,3,0,83.3,0,0,127,0,0,52.9,54.9,79.5,,63.9,63.5,1,0,0,0,46,13.3,2,0,1,158.3,10,0,0,12,140,87,154,0,0,0,0,0,0,154,0,67,2,4,10,0,12,1,2,177,17,17.7
Ben Brandenburg,191830,LB,BUTLER,1,0,0,,0,0,127,0,0,60.0,76.1,66.4,,73.6,76.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,1,6,0,0,0,0,0,0,6,0,5,0,2,2,0,0,0,0,0,0,
Tommy Diamond,191831,LB,BUTLER,2,0,0,,0,0,127,0,0,61.1,65.7,70.5,,63.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,3,7,1,0,0,1,0,0,6,0,4,0,0,0,0,0,0,0,0,0,
Graham Gilmartin,191833,DI,BUTLER,4,0,0,,0,0,127,0,0,60.0,68.6,74.3,55.5,72.4,73.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,6,15,0,1,0,0,12,10,0,3,3,0,0,1,0,0,0,
Oscar Kirch,191838,LB,BUTLER,4,0,0,100.0,0,0,127,0,0,59.0,62.9,71.5,56.9,66.4,77.6,0,0,0,0,14,0.0,0,0,0,102.1,2,0,0,8,0,3,12,3,0,0,3,0,0,9,3,6,1,1,3,0,2,0,0,17,4,8.5
Andrew Lieske,191839,S,BUTLER,12,4,0,57.9,0,0,127,0,0,51.7,54.3,82.0,61.0,59.1,73.4,0,0,0,0,57,10.0,2,1,0,127.3,11,0,0,69,1,105,162,3,0,0,3,0,64,159,1,56,25,4,14,0,19,0,2,191,68,17.4
Colin Murphy,191844,DI,BUTLER,8,0,0,,0,0,127,0,0,,45.3,76.8,53.1,45.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,48,48,7,41,0,0,0,0,18,30,0,0,0,0,0,0,0,0,0,
Christian Black,191856,LB,FORDHAM,10,2,0,50.0,0,0,168,0,0,77.5,69.3,72.0,59.7,60.1,44.2,0,0,0,0,3,28.6,2,0,0,56.3,1,0,0,48,0,13,53,4,0,0,4,0,0,49,2,38,1,2,3,0,2,0,0,3,5,3.0
Amaurey Brooks,191857,CB,FORDHAM,7,0,0,33.3,0,0,168,0,0,54.3,49.3,0.0,,45.4,25.4,0,0,0,0,42,60.0,3,0,1,97.0,3,0,0,16,62,55,93,0,0,0,0,0,7,93,0,38,8,1,2,0,9,0,1,65,28,21.7
Jaylen Dawson,191858,LB,FORDHAM,12,9,0,85.7,0,0,168,0,0,67.5,65.8,79.3,55.3,63.5,55.1,0,0,0,0,29,21.2,7,1,0,108.9,6,0,0,202,0,66,217,5,0,0,5,0,0,212,6,145,10,9,17,1,7,0,0,71,51,11.8
Carter Hess,191863,DI,FORDHAM,12,8,0,,0,0,168,0,0,60.0,68.0,84.5,62.6,67.9,69.0,1,5,0,0,,6.1,2,0,0,0.0,0,1,0,0,0,0,388,387,117,255,3,12,0,1,175,213,0,20,23,3,0,7,0,0,0,
Terrence Jones II,191868,CB,FORDHAM,12,4,0,64.6,0,1,168,0,0,76.9,80.2,86.8,67.8,86.9,71.9,2,1,0,0,66,10.5,6,6,1,116.5,42,1,0,63,703,435,849,13,0,0,13,0,2,836,23,391,66,18,47,3,65,4,5,545,235,13.0
Drew Minich,191874,S,FORDHAM,12,14,2,73.8,0,0,168,0,0,56.6,65.8,88.3,77.0,75.4,55.6,3,5,0,1,93,20.4,19,1,1,115.0,31,4,0,225,1,385,743,23,0,0,23,0,199,720,37,321,293,27,60,4,42,12,3,378,227,12.2
Cole Nelson,191875,ED,FORDHAM,7,3,0,100.0,0,0,168,0,0,52.3,50.8,85.4,54.0,50.4,44.2,0,1,0,0,11,25.0,2,0,0,126.0,4,0,0,1,0,20,153,148,0,0,148,0,0,5,60,73,3,1,3,0,4,1,1,19,13,4.8
Boogie Owens,191876,S,FORDHAM,10,10,0,65.2,0,0,168,0,0,58.4,56.0,49.1,45.5,55.9,52.4,0,3,0,1,63,22.0,13,4,1,101.5,30,0,0,255,10,352,654,7,0,0,7,0,155,647,19,283,225,13,36,2,46,3,3,358,247,11.9
Mardale Rowe,191880,ED,FORDHAM,1,0,0,,0,0,168,0,0,,60.4,67.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Marco Coleman,191891,S,HOLY CROSS,2,0,0,,0,0,181,0,0,,58.0,73.0,,57.4,28.4,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,14,1,0,17,2,0,0,2,0,0,15,0,17,0,1,1,0,0,0,0,0,0,
Chase Couch,191892,DI,HOLY CROSS,1,0,0,,0,0,181,0,0,,70.1,65.6,69.9,,71.5,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,
Lathan Croley,191893,LB,HOLY CROSS,12,28,0,78.1,0,1,181,0,0,57.9,59.1,52.1,71.2,57.2,62.8,1,1,0,0,23,13.4,13,2,1,99.5,25,2,0,517,2,273,605,6,0,0,6,0,0,599,41,291,79,36,56,4,32,4,0,252,123,10.1
Omarr Dixon,191894,CB,HOLY CROSS,1,0,0,,0,0,181,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Gabriel Erhuanga,191896,ED,HOLY CROSS,1,0,0,,0,0,181,0,0,,26.0,0.0,57.9,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
Amari Gardner,191897,CB,HOLY CROSS,7,0,0,53.3,1,0,181,1,0,55.1,53.7,0.0,,59.2,83.4,0,0,0,1,55,0.0,0,0,1,107.5,8,0,0,5,107,72,125,1,0,0,1,0,11,124,0,53,1,1,8,0,15,0,2,177,50,22.1
Braden Haas,191900,LB,HOLY CROSS,2,0,0,,0,0,181,0,0,,61.2,64.6,,60.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,0,6,0,0,0,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,
Will Miller,191903,LB,HOLY CROSS,2,0,0,,0,0,181,0,0,63.3,54.4,68.2,,48.8,75.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,9,0,3,9,0,0,0,0,0,0,9,0,6,0,0,1,0,0,0,0,0,0,
Caiden Newsome,191905,CB,HOLY CROSS,12,5,0,61.3,0,0,181,0,0,52.7,54.2,26.3,64.0,63.0,43.4,0,0,0,0,53,24.0,6,2,4,137.5,19,0,0,26,374,220,410,0,0,0,0,0,4,410,1,189,5,1,14,0,31,0,3,421,117,22.2
RJ Newton,191906,WR,HOLY CROSS,1,0,0,,0,0,181,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jordan Pritchard-Sewell,191907,DI,HOLY CROSS,11,5,1,,0,0,181,1,0,60.2,69.4,21.5,71.2,68.3,29.1,2,15,0,0,,28.0,7,0,3,0.0,0,0,0,0,0,0,399,399,10,357,0,32,0,0,207,192,0,8,13,1,0,17,0,0,0,
Destin Simmons,191911,ED,HOLY CROSS,11,2,0,,0,0,181,0,0,47.5,56.8,0.0,51.9,72.6,47.5,0,0,0,0,,16.7,1,0,2,0.0,0,0,0,0,0,3,103,103,0,0,100,3,0,0,43,57,0,2,3,0,0,0,0,0,0,
Daniel Zlatanov,191913,ED,HOLY CROSS,1,0,0,,0,0,181,0,0,,57.1,69.4,57.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
Dashawn Fields,191919,DI,MORGAN ST,12,6,0,,0,0,235,0,0,64.6,68.0,39.9,59.3,74.2,64.6,3,10,0,0,,9.7,3,0,3,0.0,0,0,0,2,0,2,614,611,31,334,114,132,0,3,324,288,0,11,22,1,0,13,0,0,0,
Kayden Harris,191922,LB,MORGAN ST,1,0,0,,0,0,235,0,0,,60.1,61.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Anthony Ngansi,191928,ED,MORGAN ST,6,1,0,,0,0,235,0,0,,54.6,77.5,60.4,49.3,70.2,0,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,54,54,1,22,23,8,0,0,33,21,0,0,0,0,0,4,0,0,0,
Chance Pickard,191929,ED,MORGAN ST,10,3,0,100.0,0,0,235,2,0,50.8,64.6,34.1,65.6,66.7,72.2,1,7,0,0,17,8.3,1,0,1,118.8,1,1,0,0,0,2,157,157,5,37,83,32,0,0,87,68,0,4,8,1,1,9,0,17,22,17.0
Arrington Adams,191932,LB,NICHOLLS,2,0,0,,0,0,243,0,0,51.8,62.9,71.4,59.2,79.5,32.0,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,12,0,8,12,0,0,0,0,0,0,12,1,3,0,1,2,0,0,0,0,0,0,
Talan Bingham,191933,ED,NICHOLLS,2,0,0,,0,0,243,0,0,60.6,54.2,78.3,53.4,55.9,28.6,0,2,0,0,,50.0,1,0,0,0.0,0,0,0,8,0,2,86,78,1,20,6,51,0,8,44,40,0,1,1,0,0,2,0,0,0,
Jacob Carpenter,191936,ED,NICHOLLS,9,1,0,,0,0,243,0,0,,51.7,78.6,52.7,52.4,48.4,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,1,0,0,108,107,0,5,36,66,0,1,38,70,0,0,1,0,0,0,0,0,0,
Marcus Dawson,191938,S,NICHOLLS,7,4,0,100.0,0,1,243,0,0,60.1,60.7,0.0,66.7,63.4,86.1,0,1,0,0,39,0.0,0,0,1,158.3,3,0,0,62,0,48,111,2,0,0,2,0,33,109,2,61,14,3,6,0,3,1,1,56,27,18.7
Kelvin Gray,191941,DI,NICHOLLS,10,1,0,,0,0,243,0,0,,56.0,78.8,56.7,55.7,49.2,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,85,85,25,56,2,2,0,0,27,58,0,3,3,0,0,1,0,0,0,
Anthony Rogers,191950,CB,NICHOLLS,12,10,0,53.3,1,0,243,0,0,69.9,72.2,50.6,57.3,79.5,83.1,0,1,0,3,45,6.5,4,4,4,72.7,32,0,0,90,627,350,743,1,0,0,1,0,13,742,2,391,11,16,48,2,60,1,3,437,139,13.7
Dale Smith,191954,ED,NICHOLLS,6,3,0,,0,0,243,1,0,60.0,42.8,78.0,54.9,40.8,41.2,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,87,87,0,3,18,66,0,0,15,72,0,1,1,0,0,0,0,0,0,
Wyatt Bell,191958,DI,N DAKOTA,4,1,0,,0,0,249,0,0,,58.6,75.7,60.9,57.0,72.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,7,24,0,0,0,0,15,16,0,1,1,0,0,1,0,0,0,
Colton Brunell,191961,HB,N DAKOTA,2,0,0,,0,0,249,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Jayden Jones,191965,CB,N DAKOTA,1,0,0,0.0,0,0,249,0,0,62.0,63.0,68.7,,60.6,,0,0,0,0,,,0,0,0,39.6,0,0,0,2,7,3,10,0,0,0,0,0,0,10,0,7,0,0,0,0,1,0,0,0,0,
Grady Kentch,191966,ED,N DAKOTA,9,2,1,,0,0,249,0,0,63.6,58.3,83.9,64.5,50.2,38.3,1,1,0,0,,33.3,3,0,0,0.0,0,1,0,0,0,11,113,112,0,1,109,2,0,1,48,54,1,1,4,0,0,3,0,0,0,
Sam Ostrenga,191971,S,N DAKOTA,3,1,0,,0,0,249,0,0,63.1,74.5,71.3,,78.5,80.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,15,0,6,26,0,0,0,0,0,3,26,0,20,6,3,4,1,0,0,0,0,0,
Erick Paye,191973,DI,N DAKOTA,4,0,0,,0,0,249,0,0,,60.6,74.1,55.0,63.6,21.8,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,27,27,0,26,0,1,0,0,12,15,0,0,0,0,0,0,0,0,0,
Myles Terry,191979,ED,N DAKOTA,12,3,0,,0,1,249,0,0,62.7,52.1,83.9,62.0,40.6,62.5,0,3,0,0,,11.1,1,0,0,0.0,0,2,1,0,0,9,174,173,0,17,122,34,0,1,91,74,1,4,5,0,0,5,0,0,0,
Jonnie Wiltshire,191983,S,N DAKOTA,14,9,0,68.6,0,1,249,0,0,86.9,81.8,60.7,81.3,64.9,53.2,3,6,1,3,35,22.1,15,6,3,64.7,35,4,0,175,6,409,727,82,0,0,82,0,2,645,45,273,461,27,44,5,51,13,1,287,159,8.2
Taylen Eady,191985,S,N DAK ST,13,4,0,63.6,0,1,250,1,0,71.7,77.2,86.0,61.1,87.7,68.6,1,0,0,3,42,10.7,3,1,0,60.2,14,0,0,87,2,200,378,0,0,0,0,0,225,378,5,173,62,6,21,1,22,1,1,156,55,11.1
Peder Haugo,191987,LB,N DAK ST,10,5,0,66.7,0,0,250,0,0,65.7,66.7,78.2,68.8,63.9,56.4,2,1,0,1,46,18.8,3,0,0,100.0,6,0,0,51,0,43,104,7,0,0,7,0,0,97,6,55,44,4,8,0,9,3,1,97,93,16.2
Ray James Jr.,191988,S,N DAK ST,5,5,0,50.0,0,0,250,0,0,67.8,75.2,76.3,67.7,80.1,84.6,1,1,0,0,8,0.0,0,0,0,56.3,2,0,0,33,4,30,80,2,0,0,2,0,0,78,3,47,41,4,5,0,4,2,0,10,12,5.0
Wyatt Osterbauer,191993,ED,N DAK ST,3,0,0,,0,0,250,0,0,,69.6,75.1,60.8,69.7,71.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,19,0,0,19,0,0,1,9,11,0,0,1,0,0,1,0,0,0,
Will Rosenmeyer,191994,CB,N DAK ST,1,0,0,0.0,0,0,250,0,0,50.5,55.7,71.7,,65.8,,0,0,0,0,,,0,0,0,39.6,0,0,0,2,6,4,10,2,0,0,2,0,0,8,0,6,0,0,0,0,1,0,0,0,0,
Ryland Satter,191995,LB,N DAK ST,2,0,0,,0,0,250,0,0,62.0,63.6,69.4,60.0,62.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,9,0,5,11,0,0,0,0,0,0,11,1,5,2,0,0,0,0,0,0,0,0,
Isiah St. Romain,191997,WR,N DAK ST,1,0,0,,0,0,250,0,0,,60.0,73.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Will Steil,191998,S,N DAK ST,7,1,0,50.0,0,0,250,0,0,85.9,81.4,79.4,56.9,71.5,70.5,0,0,0,0,7,10.0,1,1,0,58.3,1,0,0,23,0,31,74,0,0,0,0,0,34,74,1,42,15,4,8,0,2,0,0,7,5,7.0
Matthew Stenbroten,191999,ED,N DAK ST,12,1,1,,0,0,250,0,0,61.3,67.8,83.0,59.0,72.2,57.7,2,5,0,0,,20.0,2,0,0,0.0,0,0,0,0,0,2,205,205,0,0,156,49,0,0,110,93,0,4,7,0,0,7,0,0,0,
Zach Vanderpool,192002,DI,N DAK ST,12,5,0,,0,1,250,1,0,61.2,69.5,47.3,60.2,73.5,65.1,1,6,0,0,,10.5,2,0,1,0.0,0,3,0,0,0,0,236,236,13,214,0,9,0,0,120,116,0,12,12,2,0,10,0,0,0,
Jackson Williams,192004,WR,N DAK ST,1,0,0,,0,0,250,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Kobe Clayborne,192026,ED,S DAK ST,14,12,0,100.0,0,1,292,0,0,66.5,85.2,87.9,75.4,85.3,61.4,7,36,0,0,4,11.9,5,0,0,83.3,1,5,0,0,0,6,707,707,11,230,381,85,0,0,379,322,0,24,25,4,1,48,0,4,8,4.0
Blake Leiferman,192032,ED,S DAK ST,14,3,0,,0,0,292,0,0,67.4,67.0,46.8,51.3,76.3,70.0,2,5,0,0,,9.1,1,1,1,0.0,0,0,0,0,0,2,204,204,0,3,155,46,0,0,118,84,0,7,7,1,0,7,0,0,0,
Mac Muller,192034,DI,S DAK ST,6,2,0,,0,0,292,0,0,,63.4,77.6,55.5,67.6,44.1,0,2,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,70,70,3,65,0,2,0,0,40,30,0,0,1,0,0,2,0,0,0,
Jack Nash,192035,LB,S DAK ST,1,0,0,,0,0,292,0,0,,63.9,65.7,,62.4,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,
Rhett Schaefer,192041,DI,S DAK ST,3,1,0,,0,0,292,0,0,60.0,57.1,71.3,59.3,56.4,71.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,4,8,0,1,1,0,0,0,0,0,0,
Boden Schiller,192042,LB,S DAK ST,5,0,0,0.0,0,0,292,0,0,71.4,75.7,73.0,,67.9,76.9,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,7,0,4,13,3,0,0,3,0,0,10,0,9,3,0,2,0,1,0,0,0,0,
Max Stanard,192044,S,S DAK ST,3,0,0,,0,0,292,0,0,61.9,64.3,70.9,,63.7,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,3,10,0,0,0,0,0,2,10,0,7,2,0,1,0,0,0,0,0,0,
Sam Watts,192049,ED,S DAK ST,3,1,0,,0,0,292,0,0,,72.4,71.5,59.2,70.4,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,8,8,0,0,6,2,0,0,3,5,0,0,0,0,0,0,0,0,0,
Jaden Meeks,192054,ED,W CAROLINA,2,0,0,,0,0,344,0,0,61.3,69.4,76.2,55.5,71.2,75.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,1,15,13,0,0,12,1,0,2,5,9,0,1,2,0,0,0,0,0,0,
Na'koma Simpson-Nealy,192057,S,W CAROLINA,9,6,0,66.7,0,0,344,0,0,69.5,65.3,0.0,,67.2,43.9,0,0,0,1,39,27.3,6,0,2,109.7,4,0,0,66,0,69,113,2,0,0,2,0,30,111,0,44,15,2,10,0,6,0,1,85,27,21.3
Hasaan Sykes,192058,CB,W CAROLINA,11,5,0,48.2,0,1,344,0,0,60.2,64.1,52.2,90.5,70.8,59.6,0,1,0,3,51,14.5,8,7,4,108.0,27,2,0,66,658,401,745,17,0,0,17,0,0,728,8,336,4,14,42,2,56,3,7,651,86,24.1
Jack Yenichek,192060,LB,DAYTON,2,0,0,100.0,0,0,150,0,0,61.0,56.2,70.0,,54.8,,0,0,0,0,1,,0,0,0,79.2,1,0,0,8,0,3,9,0,0,0,0,0,0,9,0,6,1,0,0,0,1,0,0,1,1,1.0
Joel Mireles,192067,LB,GEORGETOWN,8,6,1,75.0,0,0,172,0,0,70.0,66.6,77.4,81.6,55.9,61.3,0,1,0,0,5,15.0,3,1,0,77.1,3,0,0,91,0,47,111,8,0,0,8,0,0,103,4,60,12,6,11,0,4,1,0,3,13,1.0
Michael Bonsu,192070,CB,GEORGETOWN,12,3,0,52.8,1,0,172,0,0,67.5,64.0,83.3,64.2,38.7,45.0,0,0,0,0,64,29.2,7,5,2,96.4,19,0,0,16,317,202,340,4,0,0,4,0,0,336,1,137,1,2,14,0,36,0,2,275,65,14.5
Ajayi Ajaga,192084,ED,YNGTOWN ST,6,0,0,,0,0,353,0,0,,70.6,18.3,62.8,78.6,77.5,1,4,0,0,,0.0,0,0,1,0.0,0,0,0,2,0,0,103,101,0,1,49,51,0,2,61,42,0,5,6,3,0,5,0,0,0,
Andrew Jackson-Dunaway,192085,ED,YNGTOWN ST,7,2,1,,0,0,353,0,0,60.0,68.8,81.2,62.8,70.6,77.1,0,5,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,121,121,0,0,108,13,0,0,75,46,0,3,2,1,0,6,0,0,0,
DJ Harris,192090,CB,YNGTOWN ST,10,11,0,73.7,1,0,353,1,0,59.7,61.4,45.5,59.0,69.0,83.2,0,0,0,1,49,6.6,5,2,4,101.4,42,0,0,98,453,329,599,11,0,0,11,0,6,588,10,260,31,10,60,0,57,0,1,538,163,12.8
Nick Bowser,192094,DI,YNGTOWN ST,4,0,0,,0,0,353,0,0,,60.4,78.3,54.4,64.8,20.8,1,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,84,84,19,59,2,4,0,0,50,34,0,1,1,0,0,2,0,0,0,
Ross Davidson,192095,S,YNGTOWN ST,3,0,0,,0,0,353,0,0,56.4,55.1,75.1,,55.4,42.9,0,0,0,0,,33.3,2,0,0,0.0,0,0,0,7,1,8,21,5,0,0,5,0,2,16,0,13,6,2,4,1,0,0,0,0,0,
Solomon Farrell,192096,LB,YNGTOWN ST,4,0,0,16.7,0,0,353,0,0,71.7,73.0,76.4,55.6,70.2,77.5,0,0,0,0,12,0.0,0,1,0,39.6,1,0,0,33,0,26,42,4,0,0,4,0,0,38,4,12,5,2,3,1,6,0,0,12,12,12.0
